"birth","homepage","name_cn","photo","url","hobby","experience","party","sc_secrs","assembly_idx","popong_idx","email","name_en","name_kr","aides","district","committee","off_phone","when_elected","idx","pr_secrs"
"1964-04-10","http://iloveshin.kr","申宜眞","http://www.assembly.go.kr/photo/9770795.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770795","","","새누리당","이도란 , 하명화 , 최장현",9770795,1964214,"yjshin@na.go.kr","Yee Jin Shin","신의진","변준혁 , 이원근","비례대표","안전행정위원회","02-784-9470","초선( 19대 )",808,"박은아 , 박진석 , 이성남"
"1964-12-06","http://blog.naver.com/newnaju21","辛正勳","http://www.assembly.go.kr/photo/9770917.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770917","","","더불어민주당","최태강, 최원석, 박민주, 배여정, 조명",9770917,NA,"jhshin6133@naver.com","Shin Jeung Hoon","신정훈","이기우 , 황인기","전남 나주시화순군","국회운영위원회 , 농림축산식품해양수산위원회 , 정치개혁 특별위원회","02-784-8380~2","초선( 19대 )",873,"장용성 , 하성동"
"1952-01-21","http://www.seen.or.kr","辛鶴用","http://www.assembly.go.kr/photo/9770367.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770367","등산테니스","서울대 정치학과 졸업||서울대 사회과학대학원 정치학과 수료||법원행정고시 합격/대구지법, 인천지법, 대법원 근무/법무사||김대중대통령 법률특별보좌역||열린우리당 원내부대표||열린우리당 당의장특보||열린우리당 수도권발전특위 인천위원장||열린우리당 서민금융정책기획단위원||열린우리당 문화중심도시추진위원||열린우리당 생명공학연구지원및 윤리대책특위위원||열린우리당 클린선거대책특위위원||국회정무위원||국회운영위원||국회금융정책연구회장||국회기후변화협약대책특위위원||국회중국의고구려사왜곡대책특위위원||국회환경경제연구회원||국회과거사청산을위한 모임회원||한국실업탁구연맹회장||부평동초등학교 총동문회장||사회복지법인 인천광명학원(시각장애인학교)감사||대한법무사협회장","더불어민주당","조현진 , 정내라 , 조수지",9770367,19521121,"hyshin7129@hanmail.net","SHIN Hak Yong","신학용","김병철 , 이시성","인천 계양구갑","정무위원회","02-788-2165","3선( 17대 , 18대 , 19대 )",396,"김승현 , 임미옥"
"1959-02-20","http://www.minsim.or.kr","沈相奵","http://www.assembly.go.kr/photo/9770869.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770869","","서울대 사범대학 역사교육과 졸업||전국금속노동조합 사무처장||민주노동당 당대회 부의장||17,19대 국회의원","정의당","박성일 , 최경희 , 이석현",9770869,1959214,"sangjungsim@hanmail.net","SIM Sang Jeung","심상정","김복열 , 신언직","경기 고양시덕양구갑","환경노동위원회","02-784-9530","재선( 17대 , 19대 )",506,"박항주 , 한동균"
"1954-07-26","http://www.shimyoonjoe.kr/","沈允肇","http://www.assembly.go.kr/photo/9770797.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770797","독서, 영화감상","1977년 2월 :||서울대학교 사회과학대학 외교학과 학사 졸업||1977년 11월 : 제11회 외무고시 합격||1983년 8월 : 주시카고영사관 영사||1991년 1월 : 주일본대사관 1등서기관||1998년 12월 : 주미국대사관 참사관||2002년 7월 : 외교통상부 북미국 국장||2004년 3월 : 주포르투갈대사관 대사||2006년 9월 : 인천시 국제관계자문대사 자문대사||2006년 12월 : 외교통상부 차관보||2008년 5월 : 주오스트리아대사관 대사||2012년 이후||(現) 19대 국회의원||(現) 국회 외교통일위원회 새누리당 간사||(現) 국회 외교통일위원회 법안심사소위 위원장||(現) 국회 남북관계발전특별위원회 위원||(現) 여의도연구원 제1부원장||(現) 새누리당 재외국민위원회 위원장||(現) 새누리당 제2정책조정위원장||(現) 새누리당 서울 강남구(갑) 당원협의회 운영위원장||(現) 새누리당 북핵안보특위 위원||(現) 새누리당 외교역량강화특위 위원||(現) 한국스카우트 서울남부연맹 연맹장","새누리당","서상원, 여미애, 유현화, 이윤주",9770797,19541105,"yjshim@na.go.kr","SHIM Yoon Joe","심윤조","신덕순, 김병수","서울 강남구갑","외교통일위원회","02-784-9542","초선( 19대 )",719,"임상희, 유준호"
"1946-08-15","http://blog.naver.com/shimjk815","沈載權","http://www.assembly.go.kr/photo/9770798.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770798","","- 서울대 상과대학 3년 제적||- 호주 모나쉬대 국제정치학 박사||- 김대중 대통령 당 총재 비서실장||- 시민일보 사장||- 제16대, 19대 국회의원 (강동을)||- 국회 보훈특별위원회 간사||- 국회 문화관광체육위원회 간사||- 통합민주당 서울시당위원장||- 민주당 남북교류협력특별위원장(현)||- 외교통일위원회 간사(현)||- 민주당 한일정보보호협정저지대책위원","더불어민주당","이현승 김영진 김목화 김민영 정승민",9770798,19461107,"sjk815@naver.com","SHIM Jae Kwon","심재권","김재홍 조훈환","서울 강동구을","외교통일위원회 , 예산결산특별위원회","02-788-2485","재선( 16대 , 19대 )",132,"강창희 이정호"
"1958-01-18","http://www.cleanshim.com","沈在哲","http://www.assembly.go.kr/photo/9770138.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770138","색소폰","학력||- 서울대영어교육과||- 중앙대사회개발대학원 사회복지학과||- 가톨릭대 보건대학원 박사과정||||주요경력||- '80년 서울의 봄' 당시 서울대 총학생회장||- MBC 보도국기자||- 신한국당·한나라당부대변인||- 한나라당 전략기획위원장||- 한나라당 홍보기획본부장||- 한나라당 경기도당 위원장||- 한나라당 정책위의장||- 새누리당 최고위원||||- 국회 윤리특별위원회 위원장||- 국회 예산결산특별위원회 위원장||- 국회 장애인 인권침해 방지대책 특위 위원장||- 국회 한-영국의원 친선협회 회장||- 국회 스마트컨버전스연구회 대표||- 국회 경제살리기일자리창출포럼 대표","새누리당","박소연 , 박영명",9770138,19581117,"cleanshim@naver.com","SHIM Jae-chul","심재철","배남영 , 정연철","경기 안양시동안구을","기획재정위원회","02-784-4164","4선( 16대 , 17대 , 18대 , 19대 )",133,"이홍우 , 최승호"
"1961-04-29","http://www.safe100.or.kr","安圭伯","http://www.assembly.go.kr/photo/9770587.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770587","독서","1961. 전북고창출생||고창초등학교 졸업||광주 서석고등학교 졸업||성균관대학교 졸업 및 同 대학교 무역대학원 수료(석사과정)||||평화민주당 1기공채 합격||평민신문, 신민당보 기자||제15대 김대중 대통령 후보 선거대책본부 조직2국장||새천년민주당 조직국장, 지방자치국장||제16대 대통령 당선자 노무현 대통령직 인수위원회 전문위원||민주당 조직위원회 위원장, 인재영입위원||통합민주당 조직위원회 위원장||민주당 지방자치위원회 위원장, 조직강화특별위원회 위원||2010년 지방선거 민주당 선거대백위원회 MB심판 국민위원회 안보무능심판국민운동본부 본부장||2010년 지방선거 민주당 서울시당 공직선거 후보자추천위원회 위원||2010년 지방선거 민주당 경기도당 공직선거 후보자추천 재심위원회 위원장||민주당 정책위원회 제2정책 조정위원회 위원장||민주당 원내부대표||국회 국방위원회 위원, 민주당 간사||국회 독도영토수호특별대책위 위원||국회 운영위원회, 행정안전위원회, 문화체육관광방송통신위원회 위원||한-벨기에 국회의원 친선협회 부회장||한-노르웨이 국회의원 친선협회 이사||국회 국방위원회, 민주당 간사||국회 예산결산특별위원회, 위원||새정치민주연합 원내수석부대표||(現)동국대학교 행정대학원 객원교수||(現)성균관대학교 총동문회 부회장||(現)국회 국방위원회 위원||(現)제18, 19대 국회의원||(現)새정치민주연합 전략홍보본부장","더불어민주당","김준태 , 배성환 , 강재승",9770587,1961196,"intoan429@gmail.com","AHN Gyu Baek","안규백","김명기 , 정재민","서울 동대문구갑","국방위원회","02-784-4181","재선( 18대 , 19대 )",601,"이동윤 , 한승환"
"1966-08-13","http://www.osan21.or.kr","安敏錫","http://www.assembly.go.kr/photo/9770372.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770372","축구","서울대학교||美 북콜로라도주립대학교 교육학박사||중앙대학교 교수||오산화성 환경운동연합 운영위원장||대한태권도협회 이사||열린우리당 체육특별위원장","더불어민주당","이영기, 김문경, 허소영, 정아름, 이소라",9770372,1966164,"ams2273@daum.net","AN Min Suk","안민석","김상일 , 김회웅","경기 오산시","교육문화체육관광위원회 , 예산결산특별위원회 , 평창동계올림픽 및 국제경기대회지원 특별위원회","02-784-3877","3선( 17대 , 18대 , 19대 )",399,"김병국 , 이기철"
"1946-05-28","http://blog.naver.com/ahnssoo1","安相洙","http://www.assembly.go.kr/photo/9770919.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770919","","<학력>||서울대학교 대학원 경영학 석사||서울대학교 학사||||<경력>||現  19대 국회의원 (인천 서구강화을)||前  제4대 인천광역시장 역임||前  제3대 인천광역시장 역임||前  제15대 국회의원 (인천 계양강화갑 / 한나라당)||前  동양그룹 종합조정실 사장","새누리당","함상균 , 홍예지 , 유혜미",9770919,1946155,"ahnssoo@naver.com","AHN Sangsoo","안상수","김광수 , 송기영","인천 서구강화군을","농림축산식품해양수산위원회 , 예산결산특별위원회","02-784-2690~1","재선( 15대 , 19대 )",876,"염준식 , 유원종"
"1962-01-22","http://ahncs.kr","安哲秀","http://www.assembly.go.kr/photo/9770896.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770896","독서","· 미국 펜실베이니아대학교 와튼스쿨 경영학 석사||· 미국 펜실베이니아대학교 경영공학전공 공학석사||· 서울대 대학원 의학박사","무소속","윤광석,김영훈,김혜림",9770896,19621122,"ahncs0518@naver.com","AHN Cheolsoo","안철수","김도식,김용천","서울 노원구병","보건복지위원회","02-788-2204, F 788-0184","초선( 19대 )",857,"김태형,이현주"
"1951-03-02","http://www.cleanjun.com","安鴻俊","http://www.assembly.go.kr/photo/9770374.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770374","등산","◈ 학력 - 함안 군북초, 마산중·고등학교 졸업/부산대학교 의대졸, 부산대학교 대학원 의학과졸, 의학박사/육군소령 예편/부산대, 인제대 의과대학 외래교수(전)||◈ 국회||- 국회 건설교통위원회 위원/법안심사소위원회 위원||- 국회 기후변화협약대책특별위원회 위원||- 국회정치개혁특별위원회 위원 및 한나라당 정치개혁·지방분권특별위원회 위원||- 한나라당 경남도당 수석부위원장, 윤리위원장, 노동위원장||- 한나라당 제4정책조정위원장||- 한나라당 노무현정권 3대 권력형 부패사건 진상규명위원회 위원/권력형비리조사특별위원회 신정아 게이트 조사위원||- 예산결산특별위원회 위원||- 국회정각회 부회장(현)/새정치수요모임 부대표/세계한민족공동체재단 부총재(현)||- 국회 환경노동위원회 간사/법안심사소위 및 예산결산심의소위 위원||- 한·미 자유무역협정(FTA) 체결 대책 특별위원회 위원||- 한나라당 태안원유유출사고대책 특별위원회 위원||- 국회 서해안유류오염사고대책특별위원회 위원||- 한나라당 대외협력위원장||- 한나라당 제5정조위원장||- 보건복지가족위원회 간사||- 한나라당 식품안전대책특별위원회 위원장||- 한나라당 서민행복 추진본부 부본부장||- 한나라당 빈곤없는 나라만들기 특별위원회 고문||- 한나라당 제1사무부총장||- 2010.6.2 지방선거 한나라당 중앙당 공천심사위원||- 6.2 동시지방선거 살려라 경제! 희망캠프 종합상황실장||- 한나라당 경남도당위원장||- 국토해양위원회 위원||- 남북관계발전특별위원회 위원||- 한나라당 정책위원회 선임부의장||- 국회 국토해양위원회 청원심사소위원장||- 새누리당 100%국민행복실천본부 부본부장||- 새누리당 인재영입위원장||- 새누리당 아동학대방지 및 권리보장 특별위원회 위원장||- 국회 외교통일위원회 위원장||- 세계한인여성회장협의회 상임고문(현)||- 한-인도네시아 동반자 협의회 회장(현)||- 한-아세안 포럼 회장(현)||- 국회 교육문화체육관광위원회 위원(현)||- 새누리당 아동학대 근절특별위원회 위원장||- 새누리당 국가 간호간병특별제도위원회 위원장(현)||◈ 제17대 대통령선거 한나라당 중앙선대위 직능정책본부 종교위원회 고문/환경분과위원장, 일류국가비전위원회 환경분과위원장, 한민족네트워크위원회 부위원장, 경남도당 국민참여 본부장||◈ 부산대학교 재경동문회 회장 / 마산고등학교 총동문회 회장||◈ 수상경력 - 2004년 환경시사일보 선정 국정감사 우수의원/2004년 환경실천연합회 선정 국정감사 친환경정책 최우수의원/2005년 거짓말 안하는 정치인 베스트 5 선정(대학생 선정)/2006년 환경운동연합 녹색정치인상 수상/2007년 NGO모니터단 선정 국정감사 우수의원/한나라당 창당 10주년 최우수당원협의회 선정/2008년 국회사무처 선정 입법 우수의원/한국정보문화진흥원 선정 웹 접근성 품질마크 획득/2009년 국회사무처 선정 입법 우수의원/국정감사 NGO 모니터단 2009 국정감사 우수위원/2010년 제2회 한국매니페스토 약속대상 국회의원 분야 최우수상/한국정보문화진흥원 선정 웹 접근성 품질마크 2년 연속획득/국정감사 NGO 모니터단 2010 국정감사 우수위원/2010 한국의 미래개혁 정치 발전 대상/2010년 한국환경정보연구센터 선정 국정감사 친환경 베스트의원/2010년 국회사무처 선정 입법 우수의원 / 제1회 헌정상 / 아나기 환경아저씨상 / 2011년 한국환경정보연구센터 선정 국정감사 친환경 베스트의원 / 2011년(사)한국여성유권자연맹 자랑스러운 국회의원 상 / 2012년 한국정보화진흥원 선정 웹접근성품질마크획득 / 법률소비자연맹 선정 제18대 국회 공약이행 우수상/자랑스런 대한민국 시민대상 의정발전부문 / 외교통일발전공로 대상 / 2013대한민국우수국회의원대상 / 제19대 국정감사 최우수국회의원 수상 / 국회사무처 입법우수의원 / 2013년을 빛낸 도전한국인 수상","새누리당","김동범 , 김세봉 , 이주은",9770374,19511109,"masan-jun@hanmail.net","AHN Hong Joon","안홍준","박상혁 , 손재현","경남 창원시마산회원구","교육문화체육관광위원회","02-784-4366","3선( 17대 , 18대 , 19대 )",401,"조영래 , 진명구"
"1955-07-27","http://www.hdahn.com","安孝大","http://www.assembly.go.kr/photo/9770589.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770589","등산","ROTC 16기||현대중공업(주) 경영지원본부||정몽준 국회의원 사무국 사무국장(전)||제18대 국회의원(전)||국회 기획재정위원회 위원(전)||한·스위스 의원외교·친선협의회 부회장(전)||한나라당 원내부대표(전)||국회 일자리만들기특위 위원(전)||국회 행정안전위원회 새누리당 간사(전)||국회 행정안전위원회 법안심사소위원장(전)||새누리당 공천제도개혁특별위원회 위원(전)||새누리당 북한인권위원회 위원(전)||새누리당 정조위 (행안부문) 위원장(전)||국회 정치개혁특별위원회 위원(전)||새누리당 직능특위 부위원장(전)||국회 국토교통위원회 위원(전)||국회 예산결산특별위원회 위원(전)||계명대학교 경영학과 경영학 특임교수(전)||새누리당 정책위 부의장(전)||새누리당 울산시당 위원장(전)||(현)제19대 국회의원||(현)국회 농림축산식품해양수산위원회 간사","새누리당","김윤환 , 정홍석 , 박수지",9770589,19551128,"ahd823@hanmail.net","AHN Hyo Dae ","안효대","김창민 , 전정배","울산 동구","농림축산식품해양수산위원회","02-784-2371","재선( 18대 , 19대 )",603,"김병하 , 이원행"
"1959-03-21","http://www.ysj.or.kr","梁承晁","http://www.assembly.go.kr/photo/9770375.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770375","","18대 국회 민주당 원내부대표||민주당 충남도당위원장||성균관대 법학과 졸업||단국대 석사, 변호사","더불어민주당","이현주 , 박경이 , 김혜수",9770375,19591127,"YSJ@assembly.go.kr","YANG Seoung Jo","양승조","박종갑 , 홍춘택","충남 천안시갑","보건복지위원회","02-784-2173","3선( 17대 , 18대 , 19대 )",402,"최영일 , 하수완"
"1943-03-10","","楊昶榮","http://www.assembly.go.kr/photo/9770902.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770902","","- 연세대 정치외교학과 졸업||- 세종대 경영학 박사 졸업||- MRA 부총재||- (사) 세계한인상공인총연합회 사무총장||- 호서대 해외개발학과 교수||- 평양과학기술대학교 설립 대외 부총장||- 서울벤처대학원대학교 총장||- 제19대 국회의원||- 국회 환경`노동위원회 위원||- 국회 남북관계 및 교류협력 특별위원회 위원||- 새누리당 재외국민위원회 수석부위원장","새누리당","박수철 , 권미경 , 이성수",9770902,19431141,"ycy513@naver.com","Yang, Chang Young","양창영","김진흥 , 안영선","비례대표","환경노동위원회 , 예산결산특별위원회","02-784-9740","초선( 19대 )",861,"강윤경 , 김성필"
"1948-09-15","http://www.sky21.co.kr","余尙奎","http://www.assembly.go.kr/photo/9770591.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770591","등산","서울대학교 법학과 졸업||서울지법·서울고법 판사||방일영문화재단 이사||국가인권위원회 조정위원||국세심사위원","새누리당","배만호 , 박현숙 , 김금란",9770591,19481134,"yeosk@assembly.go.kr","YEO Sang Kyoo","여상규","고명진 , 김우열","경남 사천시남해군하동군","산업통상자원위원회 , 정치개혁 특별위원회","02-784-1845","재선( 18대 , 19대 )",605,"강현미"
"1961-02-28","http://www.eideabank.co.kr","廉東烈","http://www.assembly.go.kr/photo/9770802.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770802","","국민대행정학박사,||한국 청년회의소 JC중앙회장,||자녀안심하고학교보내기운동본부이사,||대한석탄공사감사,장애인먼저실천운동본부이사(전)||국회평창동계올림픽및국제경제대회지원특별위원회위원(현),||국회문화체육관광방송통신위원회위원(현)","새누리당","조하나 , 홍영은 , 최영수",9770802,19611119,"signal9501@gmail.com","YEOM Dong Yeol","염동열","우무정 , 이명용","강원 태백시영월군평창군정선군","교육문화체육관광위원회 , 윤리특별위원회 , 평창동계올림픽 및 국제경기대회지원 특별위원회","02-784-9820","초선( 19대 )",753,"박호성 , 윤석일"
"1971-02-07","http://blog.naver.com/arang301","吳晨煥","http://www.assembly.go.kr/photo/9770918.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770918","","학력||고려대학교 정책대학원 석사 수료||한국예술종합학교(한예종) 졸업||관악구 당곡 초·중·고등학교 졸업||||경력||19대 국회의원(서울 관악을)||새누리당 수석부대변인||새누리당 중앙청년위원장||대통령직 인수위원회 청년특별위원","새누리당","오용택 , 김규환 , 유용재 , 최윤희, 이광민",9770918,1971143,"arang301@naver.com","OH Shinhwan","오신환","김진원 , 백관백","서울 관악구을","정무위원회 , 예산결산특별위원회","02-784-5761","초선( 19대 )",875,"이경관, 정바울"
"1967-02-28","http://okys.kr","吳泳食","http://www.assembly.go.kr/photo/9770870.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770870","바둑, 배드민턴","【학 력】||||서울 양정고등학교 졸업||고려대학교 법학과 졸업||고려대학교 대학원 경영학과 박사과정 수료||||||【경 력】||||고려대학교 총학생회장||전국대학생대표자협의회(전대협) 제2기 의장||||||제16대 대선 노무현후보 선거대책위 청년위원장||||||■ 제16대 국회의원||국회 과학기술정보통신위원회 위원||||||■ 제17대 국회의원||국회 산업자원위원회 간사||열린우리당 원내공보부대표(원내대변인)||‘제7회 백봉신사상’ 올해의 신사의원 BEST10||국회 예산결산특별위원회 위원||국회 남북평화통일특별위원회 간사||한？벨라루스 의원 친선협회 회장||국회공직자윤리위원회 부위원장||열린우리당 전략기획위원장||대통합민주신당 정책위 수석부의장||노무현재단 자문위원||제5대 전국동시지방선거 민주당 공천심사위 간사||||||■ 제19대 국회의원(現)||국회 지식경제위원회 간사(現)||통상관계대책특별위원회 위원(現)||민주당 전략·홍보본부장||새정치민주연합 서울특별시당위원장(現)||||||청소년 1% 희망클럽 이사(現)||한빛맹학교 학교운영자문위원장(現)||강북구장애인단체총연합회 자문위원(現)||(사)한국장애인유권자연맹중앙회 고문(現)||(사)국제다문화협회 고문(現)","더불어민주당","김종민 , 송상훈 , 최지혜 , 신정아",9770870,1967156,"okys04@na.go.kr","OH Young-sik","오영식","김익점 , 한종식","서울 강북구갑","산업통상자원위원회","02-784-2601, 788-2510","3선( 16대 , 17대 , 19대 )",292,"김병로 , 최성훈"
"1949-04-05","http://www.ojs.or.kr","吳濟世","http://www.assembly.go.kr/photo/9770380.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770380","","서울대 법과대학,||서울대 환경대학원(도시및지역계획학) 석사,||인천광역시 행정부시장,||청주시 부시장","더불어민주당","김재붕 , 심재성 , 이강군",9770380,19491117,"","OH Jae Sae","오제세","윤찬열 , 이백희","충북 청주시흥덕구갑","기획재정위원회","02-788-2303","3선( 17대 , 18대 , 19대 )",406,"김정향 , 장웅선"
"1962-12-12","http://www.woosangho.net","禹相虎","http://www.assembly.go.kr/photo/9770871.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770871","독서","[ 학력 ]||서울 용문고등학교 졸업||연세대학교 국어국문학과 졸업||연세대학교 행정대학원 졸업||||[ 경력 ]||(현)||제19대 국회의원(서울 서대문갑)||국회 미래창조과학방송통신위원회 간사||||중국 연태대학교 객좌교수||북한대학원대학교 초빙교수||(사)한국소아당뇨인협회 고문||(사)이한열기념사업회 이사||||(전)||민주당 국정원개혁운동본부 국민홍보단장||민주통합당 제18대 대통령선거 중앙선거대책위원회 공보단장||민주통합당 최고위원||민주통합당 제19대 총선 전략홍보본부장||10.26 서울특별시장 재보궐선거 박원순 후보 대변인||4.27 강원도지사 재보궐선거 최문순 후보 대변인||연세대학교 총동문회 상임이사||민주정책연구원 이사||민주통합당 대변인||민주당 대변인||열린우리당 대변인||통합민주당 대변인||대통합민주신당 대변인||열린우리당 중앙위원||청년정보문화센터 소장||도서출판 두리 대표||전국대학생대표자협의회 동우회 회장||1987년 연세대학교 총학생회장||제17대 국회의원||||","더불어민주당","윤종석 이윤진 김지율 김진성",9770871,1962128,"wsh@assembly.go.kr","WOO Sang Ho","우상호","김상호 천석기","서울 서대문구갑","미래창조과학방송통신위원회","02-784-3071","재선( 17대 , 19대 )",407,"김중현 이후민"
"1957-09-18","http://우원식.kr","禹元植","http://www.assembly.go.kr/photo/9770872.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770872","","연세대학교 토목공학과 학사||연세대학교 공학대학원 환경공학 석사||||||제17대, 제19대 국회의원(서울 노원구 을)||국회 환경노동위원회 위원(현)||국회 예산결산특별위원회 위원(현)||국회 지속가능발전특별위원회 위원(현)||틸핵에너지전환 국회의원모임 책임연구의원(현)||독립기념관 비상임 이사(현)||||||열린우리당 사무총장 직무대행(전)||민주당 대외협력위원회 위원장(전)||박원순 서울시장 후보 선거대책본부 조직본부장(전)||환경정의시민연대 운영위원(전)||환경관리공단 관리이사(전)||환경을 사랑하는 중랑천사람들 운영위원장(전)||서울균형발전 국회의원모임 대표(전)||대통령직 인수위 정무분과 자문위원(전)||강남북균형발전 주민연대회의 의장(전)||건국대학교 생명환경과학대학 겸임교수(전)||민주통합당 문재인 대선후보 선거대책위원회 총무본부장(전)||민주주의자 김근태 추모사업회 공동위원장(전)||민주당 원내대변인(전)||민주당 원내수석부대표(전)||민주당 최고위원(전)||새정치민주연합 상임최고위원(전)||국회 세월호 침몰사고의 진상 규명을 위한 국정조사특별위원회 위원(전)||대한장애인보치아연맹 회장(전)||||||저서/ 섬진강-은어의 꿈(2005)||저서/ 금  강-강과 사람들(2006)||저서/ 어머니의 강(2011)||저서/ 그래도 정치는 희망이다(2013)","더불어민주당","김복식 , 박이강 , 김유림 , 김원우 , 김다혜",9770872,19571117,"reform1-1@hanmail.net","WOO Won-shik","우원식","곽현 , 서준오","서울 노원구을","환경노동위원회","02-784-3601~3","재선( 17대 , 19대 )",478,"박기영 , 임도균"
"1957-09-24","http://www.wyk.co.kr","禹潤根","http://www.assembly.go.kr/photo/9770383.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770383","등산","전남대 대학원 졸업(법학박사)||러시아 국립 상트페테르부르크대학교 졸업(국제정치학 석사)||||새정치민주연합 원내대표||새정치민주연합 정책위의장||국회 법제사법위원회 위원장||민주당 원내수석부대표||민주당 제1정책조정위원장||국회 법제사법위원회 민주당 간사||국회 예산결산특별위원회 위원||국회 의원연구단체 소통과 상생을 위한 헌법연구모임 대표||개헌을위한국회의원 모임 간사||||주한 중국, 러시아, 독일대사관 법률고문||법무법인 유러 대표변호사||전남대학교 법과대학 객원교수||조선대학교 법과대학 겸임교수||사단법인 한·중 문화협회 고문||서울시 스쿼시연맹 회장||국민생활체육 전국태권도연합회 회장","더불어민주당","우호근,나현진,김길용,김혜리,윤재광",9770383,19571146,"wyk-lawyer@hanmail.net","WOO Yoon Keun","우윤근","정종옥, 정찬호","전남 광양시구례군","법제사법위원회","02-784-1045","3선( 17대 , 18대 , 19대 )",408,"최동식,이상영"
"1962-09-26","http://www.won21.or.kr","元裕哲","http://www.assembly.go.kr/photo/9770592.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770592","바둑, 등산","- 제15,16,18,19대 국회의원 (4선)||- 제3대 경기도의회 의원(최연소, 만28세)||- 신한국당 부대변인||- 국회 행정자치위원회 간사, 정치개혁특별위원회 간사||- 국회 지방자치포럼21 회장||- 아시아, 태평양의회포럼(APPF)이사, 반부패국회의원포럼 감사||- 한나라당 제1정책조정위원장||- 스탠포드대 후버연구소 객원연구원||- 경기도 정무부지사||- 푸른경기21 공동대표||- 한나라당 경기도당 위원장||- 국회 독도영토수호대책특별위원회 위원장||- 한-불가리아 의원친선협회 회장||- 국회 국방위원장||- 새누리당 재외국민위원장||- 새누리당 북핵안보전략특별위원장||- 새누리당 정책위의장||- 국회 지방자치발전특별위원장||- 현) 통일을 여는 국회의원 모임 대표||- 현) 한-호주 의원친선협회 회장||- 현) 새누리당 원내대표","새누리당","조병수 , 원성실 , 박다솜",9770592,19621102,"wonyoochul@daum.net","WON Yoo Chul","원유철","조용석 , 황규태","경기 평택시갑","국회운영위원회 , 외교통일위원회 , 정보위원회","02-784-4441","4선( 15대 , 16대 , 18대 , 19대 )",147,"서웅석 , 이철호"
"1951-09-27","http://www.wonhyeyoung.or.kr","元惠榮","http://www.assembly.go.kr/photo/9770386.jpg","http://www.assembly.go.kr/assm/memPop/memPopup.do?dept_cd=9770386","등산","부천 북초교||서울 중동중.경복고||서울대 역사교육과||서울대 교양과정부 학생회장||반독재 민주화운동 관련 2회 복역||(주)풀무원식품 창업.경영||한겨레민주당 대변인||제14대 국회의원 (부천시 오정구)||국회 환경노동위원회 간사||민주당 원내대표의원||민선 2.3대 부천시장||전국 대도시 시장협의회 회장||PIFAN 조직위원장||제17대 국회의원 (부천시 오정구)||열린우리당 정책위원회 의장, 사무총장||열린우리당 최고위원||아시아.태평양환경개발의원회의 회장||한양대.가톨릭대 겸임교수||한.중의원외교협의회 부회장||제18대 국회의원 (부천시 오정구)||민주당 원내대표||국회 예산결산특별위원회 위원장||민주통합당 대표||제19대 국회의원 (부천시 오정구)||국회 남북관계 및 교류협력 발전 특별위원회 위원장||","더불어민주당","이수현 , 이범섭 , 김지환",9770386,1951184,"whywon21@daum.net","WON Hye-young","원혜영","김용석 , 유윤진","경기 부천시오정구","외교통일위원회","02-784-3106","4선( 14대 , 17대 , 18대 , 19대 )",411,"노미선 , 조근희"
